Name,Price,Year,Style,Made In,Kilometer,Province,District,Gearbox,Fuel,Description
Hyundai Grand i10 Sedan 1.2 MT 2024,365 triệu,2024,Hatchback,Nhập khẩu,13.301 km,Hà Nội,Bắc Từ Liêm,Số sàn,Máy xăng,"XE QUA TAY, CHẠY VẪN HAY. Biển số: 28A. ODO: 13301 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký - Đăng kiểm - Sang tên xe theo yêu cầu. ""Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn"". ""Thông tin liên hệ. Carpla - Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên - Hà Nội: Số 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng - Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú - TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ""."
Porsche Macan tiêu chuẩn 2021,2 tỉ 999 triệu,2021,SUV,Nhập khẩu,31.111 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,"Vừa tức thìiiii. Tiểu hổ đã về Thế Giới Xe Đức rồi ạ. Porsche Macan. Sx 2021 đk 01/2022 (1 chủ từ mới). Màu đỏ/ nt Đen. Đã đi 31.111km. Option gần 800tr. Giá em đang chào bán 2.999 sẽ còn tốt hơn nữa nếu quý khách thiện chí và chốt xe. Xe cam kết 3 không (đâm đụng, ngập nước, tua Km). Hỗ trợ bank 50-70% giá trị xe. Uy tín tạo nên Thương hiệu và Niềm tin. ✧ Website."
Nissan Navara EL 2WD 2017,415 triệu,2017,Bán Tải,Nhập khẩu,100.000 km,Hà Nội,Bắc Từ Liêm,Số tự động,Máy dầu,"TRẢ GÓP DỄ DÀNG - HÂN HOAN ĐÓN XẾ. Biển số: 29C. ODO: 100000 Km. Động cơ: Dầu. Hộp số: Tự động. Hỗ trợ Đăng ký - Đăng kiểm - Sang tên xe theo yêu cầu. ""Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn"". ""Thông tin liên hệ. Carpla - Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên - Hà Nội: Số 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng - Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú - TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ""."
Mazda 3 Sport 2.0L Signature Luxury 2019,515 triệu,2019,Hatchback,Nhập khẩu,76.000 km,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"ĐĂNG KÝ LÁI THỬ MIỄN PHÍ. Biển số: 51H. ODO: 76000 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký - Đăng kiểm - Sang tên xe theo yêu cầu. ""Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn"". ""Thông tin liên hệ. Carpla - Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên - Hà Nội: Số 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng - Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú - TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ""."
Toyota Zace 2005,75 triệu,2005,Sedan,Trong nước,123.456 km,Bắc Ninh,Quế Võ,Số sàn,Máy xăng,"Xe đẹp máy êm côn nhẹ. Gầm bệ chất, không mục mọt. Lốp đẹp đăng kiểm mới. Xem xe quế võ bắc ninh."
Chevrolet Trailblazer LT 2.5MT 4x2 2018,425 triệu,2018,SUV,Trong nước,68.000 km,Bắc Ninh,Quế Võ,Số sàn,Máy dầu,"Bán xe tên tư nhân. Không tai nạn ngập nước thuỷ kích. Máy số keo chỉ zin. Lốp mới đăng kiểm dài. Gầm bệ chất, máy êm côn nhẹ. Xem xe quế võ bắc ninh."
Toyota Innova 2.0E 2016,315 triệu,2016,MPV,Trong nước,95.000 km,Bình Dương,Dĩ An,Số sàn,Máy xăng,Hàng quốc dân 8 chỗ. Toyota innova 2.0E số sàn sx 2016 odo 6 vạn. Mẫu xe bền bỉ khung gầm chắc chắn. Rộng rãi và thoải mái. Phù hợp cho anh chị chạy gia đình và dv ạ. Xe AC về đổ xăng chạy luôn nha. Bao rút hs gốc sang tên toàn quốc.
Hyundai Santa Fe 2.2L Dầu Cao cấp 2015,639 triệu,2015,SUV,Trong nước,80.000 km,Hà Nội,Hoàng Mai,Số tự động,Máy dầu,"Bán xe Huyndai Santafe 2015, máy dầu, 2 cầu bản đủ, đăng ký tên tư nhân, lăn bánh hơn 8 vạn km. Xe được trang bị động cơ CRDI dieesl 2.2 L, kết hợp với hộp số tự động, vận hành 4 bánh chủ động (2 cầu) cùng rất nhiều option như: Nội thất da cao cấp, ghế chỉnh điện nhớ ghế 2 vị trí, sấy ghế, khoá thông minh, Stas/Stop, vô lăng bọc da, tích hợp các phím điều khiển, kiểm soát hành trình, ga tự động (Cruicontro) phanh tay điện tử (Auto Hold), điều hoà tự động 2 vùng độc lập, có dàn điều hoà sau, đầu DVD, màn hình, camera lùi, cảm biến lùi, gương chiếu hậu gập điện, tích hợp xinhan trên gương, gương chống chói, cửa sổ nóc, cửa sổ toàn cảnh panorama, cốp điện, túi khí an toàn quanh xe.... Ô tô 360. Vui lòng liên hệ: 0905608883 để biết thêm chi tiết!"
Ford Ranger Wildtrak 3.2 4x4 AT 2016,515 triệu,2016,Bán Tải,Nhập khẩu,138.000 km,Bắc Ninh,Quế Võ,Số tự động,Máy dầu,Bán xe tên tư nhân. Xe đẹp zin không lỗi. Đã độ đề nổ từ xa. Camera 360. Màn hình androi... Cảm biến áp suất lốp... Đèn siêu chất. Xem xe quế võ bắc ninh. Hỗ trợ bank.
BMW X6 xDrive35i 2008,420 triệu,2008,SUV,Nhập khẩu,150.000 km,Phú Thọ,Đoan Hùng,Số tự động,Máy xăng,"Siêu thị Ô tô Ánh Lý bán xe BMW X6 3.0AT Hai cầu, sản xuất 2008, đăng ký lần đầu 2010, Nhập khẩu Mỹ nguyên chiếc, biển thủ đô cực đẹp! - Thiết kế xe đẳng cấp, ngoại thất sang trọng, màu Đỏ mận độc đáo, trang bị Lazang đúc, đèn định vị ban ngày, phanh đĩa ABS 4 bánh.... - Nội thất ốp gỗ cao cấp, ghế da chỉnh điện+ nhớ ghế 2 bên+ sấp ghế, cần số điện tử, phanh tay điện tử, Vô lăng chỉnh điện, Lẫy chuyển số vô lăng, cửa sổ trời, màn hình DVD, đề nổ Start/Stop, điều hòa 2 chiều 2 vùng độc lập, gương kính chỉnh điện, vô lăng tích hợp, cảm biến quanh xe, túi khí an toàn... Vô vàn tính năng cao cấp khác. - Cam kết xe không đâm đụng, không ngập nước, pháp lý rõ ràng, hồ sơ đầy đủ, sang tên hợp lệ. Vui lòng liên hệ để nhận thêm thông tin chi tiết!"
Kia Rondo 2.0 GMT 2021,446 triệu,2021,MPV,Nhập khẩu,48.000 km,Hà Nội,Bắc Từ Liêm,Số sàn,Máy xăng,"XE QUA TAY, CHẠY VẪN HAY. Biển số: 72A. ODO: 48000 Km. Động cơ: Xăng. Hộp số: Số sàn. Hỗ trợ Đăng ký - Đăng kiểm - Sang tên xe theo yêu cầu. ""Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn"". ""Thông tin liên hệ. Carpla - Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên - Hà Nội: Số 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng - Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú - TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ""."
Kia Seltos 1.4 Premium 2020,579 triệu,2020,SUV,Trong nước,59.000 km,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"ĐĂNG KÝ LÁI THỬ MIỄN PHÍ. Biển số: 49A. ODO: 59000 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký - Đăng kiểm - Sang tên xe theo yêu cầu. ""Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn"". ""Thông tin liên hệ. Carpla - Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên - Hà Nội: Số 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng - Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú - TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ""."
Hyundai Grand i10 Sedan 1.2 AT 2016,286 triệu,2016,Sedan,Nhập khẩu,70.000 km,Hải Phòng,An Dương,Số tự động,Máy xăng,"Hàng mới về. Huyndai Grand i10 2016 AT 1.2 nhập - Tư nhân 1 chủ từ mới Zin hết. Xe trang bị Túi khí - ABS, cảm biến - Màn Hình Cam Lùi, cam hành trình, sơn si sạch sẽ, nội thất tươi mới. Máy gầm đại chất, đăng kiểm dài 5/25. Giá: 286 triệu. Odo: 70.000km."
Toyota Innova 2.0E 2016,429 triệu,2016,MPV,Trong nước,89.000 km,Hải Phòng,An Dương,Số sàn,Máy xăng,"Hàng Quốc Dân: 8 chỗ ngồi. Toyota Innova 2016 E số sàn ko taxi dịch vụ. + phom dáng đẹp - chắc - bền lành. - Cảm giác lái cực tốt, đầm chắc, êm ái. ☑ Trang bị: - Túi khí, Lazang đúc, phanh ABS, gương kính chỉnh điện, nội thất ghế da mới, sơn xi đẹp mỏng tanh, dkiem 9/2025. Chủ đã lên màn hình Android, cam lùi, bệ bậc lên xuống, đèn bi, cản sau... ®Cam kết: - Không đâm đụng, ko ngập nước. - Keo chỉ zin, máy zin tư mặt dàn cò. Xem xe Hải Phòng. Giá 429 triệu. Odo: 89.000km."
Daewoo Lanos MT 2003,50 triệu,2003,Sedan,Nhập khẩu,170.000 km,Hải Phòng,An Dương,Số sàn,Máy xăng,"Lanos 2003 máy 1.5 đăng kiểm mới tinh. Lốp mới, đèn mới. Máy mới làm, côn số ngọt, chạy phê vãi. Giá xe máy vãi chục triệu. Giá: 50 triệu. Odo: 170.000km."
MG 5 1.5L Luxury 2023,470 triệu,2023,Sedan,Nhập khẩu,19.000 km,Đà Nẵng,Liên Chiểu,Số tự động,Máy xăng,"⃣ Odo: 7.000 km chuẩn (bao test hãng). ⃣ Động cơ: 1.5 lít. ⃣ Hộp số: Tự động. ⃣ Hỗ trợ đầy đủ dịch vụ Đăng Kí - Đăng Kiểm - Sang Tên toàn Quốc. ⃣ Cam kết chất lượng của Chính Hãng MG. Tình trạng xe: Bảo dưỡng định kì đầy đủ tại hãng. Động cơ - hộp số - keo chỉ - gầm bệ nguyên bản chưa qua sửa chữa. Ngoại thất Mới Tinh, Nước sơn còn rất mới và liền lạc. Nội thất Zin, vô lăng cần số con nguyên sần, hầu như chưa có hao mòn. Cam kết của MG USED CARS KINH DƯƠNG VƯƠNG: Pháp Lý Đảm Bảo, Không đâm đụng, Không ngập nước, Không cháy nổ. Hỗ trợ cho vay trả góp lên đến 70%. Đội ngũ nhân viên chuyên nghiệp nhiệt tình và chu đáo. Cam kết chất lượng theo tiêu chuẩn 176 điểm kiểm định của MG. Lái thử xe ngay, không cần đặt cọc. Bao kiểm tra tại các xưởng và hãng trên toàn quốc."
Ford Focus Titanium 2018,455 triệu,2018,Hatchback,Nhập khẩu,68.560 km,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"TRẢ GÓP DỄ DÀNG - HÂN HOAN ĐÓN XẾ. Biển số: 30F. ODO: 68560 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký - Đăng kiểm - Sang tên xe theo yêu cầu. ""Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn"". ""Thông tin liên hệ. Carpla - Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên - Hà Nội: Số 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng - Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú - TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ""."
Chevrolet Trailblazer 2.5L 4x2 AT 2018,515 triệu,2018,SUV,Nhập khẩu,120.000 km,Bắc Ninh,Quế Võ,Số tự động,Máy xăng,Thông tin xe: Chevloret Trailbazer 2018 AT 1 cầu odo 12v giá 515tr.
Volkswagen Tiguan 2.0L TSI 2014,475 triệu,2014,Crossover,Nhập khẩu,131.313 km,Hưng Yên,Hưng Yên,Số tự động,Máy xăng,"Volkswagen Tiguan 2014 nhập Đức - Lăn bánh lần đầu 12/2016. Phong cách Đức, chất lượng Đức, thiết kế Đức - Mẫu SUV Châu Âu giá cực mềm. Tên cá nhân biển HN. Chất, êm, mạnh nói không với đâm đụng ngập nước. Cam kết keo chỉ máy số zin. Uy tín được kiểm định."
Porsche Cayenne Coupe 2023,6 tỉ 579 triệu,2023,SUV,Nhập khẩu,3.333 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,PORSCHE CAYENNE COUPE.
Toyota Fortuner 2.7 V 4X4 AT 2021,1 tỉ 050 triệu,2021,SUV,Nhập khẩu,30.000 km,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,"Toyota Fortuner 4x4, 2 cầu, máy xăng, chạy 3 vsnj, tên công ty xuất hoá đơn cao, xe được kiểm tra bà bảo hành chính hãng Toyota."
Toyota Camry 2.5Q 2022,1 tỉ 220 triệu,2022,Sedan,Nhập khẩu,40.000 km,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,"Camry 2.5Q, 2022, chạy 4 vạn, tên cty xuất hoá đơn cao, xe được kiểm tra 176 hạng mục, bảo hành chính hãng."
Chevrolet Spark 2009,79 triệu,2009,Hatchback,Trong nước,150.000 km,Bình Dương,Bến Cát,Số tự động,Máy xăng,Hàng tập lái tránh mưa tránh nắng đây ạ. Spark 5 chỗ sx 2009 số sàn 0.8 tiết kiệm. Xe lên đồ chơi đầy đủ về sẵn sử dụng. Odo 15 vạn. Giá bán 79 tr.
VinFast Fadil Tiêu Chuẩn 2019,279 triệu,2019,Hatchback,Trong nước,80.000 km,Bình Dương,Bến Cát,Số tự động,Máy xăng,"Xe việt mạnh nhất hạng A. Vinfast Fadil base tiêu chuẩn sx 2019 AT 1.4L. Odo 80.000 km. Xe zin nguyên bản. Nhỏ gọn linh hoạt đông cơ mạnh mẽ. Phù hợp AC đi gia đình, đi trong đường phố. Thiết kế đẹp sang trọng cùng khung gầm cứng cáp. Chạy đầm chắc vận hành êm ái. Hỗ trợ trả góp 65%. Giá bán 279 tr."
Hyundai Santa Fe 2007,230 triệu,2007,SUV,Nhập khẩu,120.000 km,Bình Dương,Bến Cát,Số tự động,Máy xăng,"Hundai santafe 7 sx 2007 chỗ nhập hàn. Số tự động 2.7L máy xăng. Dòng xe cao to rộng rãi động cơ mạnh mẽ giá rẻ phù hợp anh chị đi gia đình. Biển số sài gòn, còn kí uỷ quyền. Xe chính chủ bảo dưỡng kĩ zin đẹp đầy đủ đồ chơi. Giá thương lượng. ODo 12 vạn km. Giá bán 230 tr."
Hyundai Grand i10 Hatchback 1.2 MT Base 2015,199 triệu,2015,Hatchback,Nhập khẩu,88.000 km,Bình Dương,Bến Cát,Số sàn,Máy xăng,Hyundai i10 bản đủ số sàn 1.2L. Sx 2015 nhập khẩu. Xe sạch đẹp đồ chơi đầy đủ. Xe hạng A nhỏ gọn tiết kiệm nhiên liệu. Odo 88000km. Giá bán 199 tr.
Hyundai Avante 1.6 MT 2014,288 triệu,2014,Sedan,Trong nước,45.000 km,Bình Dương,Dĩ An,Số sàn,Máy xăng,Xe gì chạy ít quá. Hyundai avante số sàn 1.6 mạnh mẽ. Hạng C thiết kế đẹp. Sx 2014. Odo 45.000 km. Xe gia đình sài kỹ zin tyệt đối. Giá bán 288 tr.
Ford EcoSport Titanium 1.5L AT 2016,315 triệu,2016,SUV,Trong nước,98.000 km,Bình Dương,Dĩ An,Số tự động,Máy xăng,Thương hiệu mỹ 5 chỗ gầm cao. Ford ecosport 2016 Titanum. Số tự động 1.5L. Odo 98.000 km. Bao rút hs + kí. Giá bán 315 tr.
Hyundai Grand i10 Sedan 1.2 AT 2019,340 triệu,2019,Sedan,Trong nước,48.000 km,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"TRẢ GÓP DỄ DÀNG - HÂN HOAN ĐÓN XẾ. Biển số: 43A. ODO: 48000 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký - Đăng kiểm - Sang tên xe theo yêu cầu. ""Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn"". ""Thông tin liên hệ. Carpla - Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên - Hà Nội: Số 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng - Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú - TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ""."
Toyota Innova 2.0G 2007,189 triệu,2007,MPV,Trong nước,120.000 km,Bình Dương,Dĩ An,Số sàn,Máy xăng,Innova G 2007 số sàn 2.0 xe gia đình sài kĩ máy gầm cực chất. Xe thương hiệu nhật 8 chỗ ngồi rộng rãi tiện nghi. Động cơ mạnh mẽ bền bỉ. Xe sạch sẽ đăng kiểm mới khám. Đồ chơi màn hình androi cam re. Odo 12 vạn.
Ford Everest Titanium 2.0L AT 4WD 2023,1 tỉ 430 triệu,2023,SUV,Nhập khẩu,29.000 km,Tp.HCM,Tân Phú,Số tự động,Máy dầu,"Ford Everest Titanium 2023 Siêu Lướt nhu cầu khách hàng lên đời đổi Ford Explorer mới nên đã đến hãng đổi xe mới. - Bản full trên trang bị đầy đủ công nghệ trạng bị động cơ Biturbo hộp số tự động 10 cấp. - Xe đi lướt nên mọi thứ như xe mới, nước sơn Zin 99% rất đẹp tiết kiệm so vs xe 2024 200 triệu. - Bảo hành chính hãng toàn quốc 2026. - Sổ bảo hành, 2 chìa khóa, bộ đồ nghề, bánh dự phòng đầy đủ. - Cam kết không phạt nguội. - Hỗ trợ trả góp đến 65% tương đương trả trước khoảng 500 triệu. - Tặng bảo hiểm vật chất khi mua xe. - Tặng bảo dưỡng lần đầu, thay nhớt lọc nhớt mới."
Mitsubishi Outlander 2.0 CVT 2022,735 triệu,2022,SUV,Trong nước,01 km,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,"Sàn ô tô Hà Nội (mở cửa 24/7) bán MITSUBISHI OUTLANDER 2.0 AT sản xuất 2022. Xe tư nhân chính chủ đi rất ít. Nội thất dược trang bị: Rửa đèn pha, phanh tay điện tử, chìa khóa thông minh start/stop, 5 lốp zin theo xe, màn hình androi, camera lùi, tích hợp vô lăng, điều hòa tự động, ghế da cao cấp, chìa khóa lốp sơ cua chưa hạ, đèn bi xenon, đèn led, la zang phay, gầm cao 7 chỗ... Cùng rất nhiều tiện ích khác. Cam kết xe không đâm đụng, ngập nước. Hỗ trợ thủ tục sang tên vay vốn ngân hàng nhanh gọn lên đến 70% giá trị xe."
Mitsubishi Xpander AT Premium 2023,605 triệu,2023,MPV,Nhập khẩu,22.500 km,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"TRẢ GÓP DỄ DÀNG - HÂN HOAN ĐÓN XẾ. Biển số: 67A. ODO: 22500 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký - Đăng kiểm - Sang tên xe theo yêu cầu. ""Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn"". ""Thông tin liên hệ. Carpla - Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên - Hà Nội: Số 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng - Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú - TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ""."
